ID,GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
3267,male,high school,middle class,0.696070067,0,after 2015,1,1,32765,8000,sports car,0,0,32,5,1
3268,male,university,upper class,0.562034665,1,before 2015,1,1,92101,13000,sedan,0,3,58,24,1
3269,male,none,poverty,0.170550057,0,before 2015,0,0,10238,15000,sedan,2,1,39,11,1
3270,female,high school,upper class,0.592702616,1,after 2015,0,1,32765,11000,sedan,2,0,35,17,0
3271,male,university,upper class,0.558685273,1,after 2015,1,1,32765,10000,sedan,0,0,74,2,0
3272,female,university,upper class,0.624313441,0,before 2015,1,1,10238,11000,sedan,2,1,54,25,0
3273,male,university,upper class,0.576128356,1,before 2015,0,0,10238,20000,sedan,0,1,45,22,0
3274,male,high school,poverty,0.381001336,0,before 2015,0,1,10238,14000,sedan,0,0,22,8,1
3275,male,university,upper class,0.694297688,1,after 2015,1,1,32765,9000,sedan,16,0,72,30,0
3276,female,high school,middle class,0.465932352,1,after 2015,0,0,92101,15000,sedan,0,0,20,2,1
3277,male,high school,poverty,0.374125182,0,before 2015,0,0,10238,13000,sedan,1,3,38,16,1
3278,female,none,working class,0.417467705,1,before 2015,1,0,10238,9000,sports car,0,0,29,2,0
3279,female,none,poverty,0.539322422,1,before 2015,0,0,10238,15000,sedan,0,0,19,4,0
3280,male,high school,middle class,0.661918264,1,before 2015,0,1,10238,13000,sedan,1,4,58,15,0
3281,female,none,poverty,0.376325681,1,before 2015,0,0,10238,16000,sedan,0,0,21,3,0
3282,male,none,middle class,0.454090145,1,after 2015,0,1,10238,14000,sedan,5,1,66,35,0
3283,male,high school,working class,0.394715582,1,after 2015,0,1,32765,11000,sports car,1,1,29,11,0
3284,female,high school,middle class,0.526170905,1,after 2015,0,1,10238,12000,sedan,1,5,42,21,0
3285,male,university,working class,0.278562233,1,before 2015,0,0,10238,13000,sedan,0,0,26,19,0
3286,female,high school,upper class,0.683415151,1,before 2015,1,1,10238,13000,sedan,0,0,74,0,0
3287,female,none,poverty,0.313434103,1,before 2015,0,0,10238,17000,sedan,0,0,23,6,0
3288,male,none,middle class,0.514259057,1,before 2015,0,0,10238,12000,sedan,1,0,34,10,1
3289,female,high school,working class,0.428490501,0,before 2015,0,0,32765,12000,sedan,1,0,29,10,0
3290,female,university,middle class,0.536605045,1,after 2015,0,0,10238,12000,sedan,0,0,22,2,0
3291,male,none,poverty,0.398806565,0,before 2015,1,0,32765,8000,sedan,4,0,34,18,1
3292,female,none,poverty,0.340489068,0,before 2015,0,1,32765,10000,sedan,0,0,20,6,1
3293,female,none,middle class,0.560811266,1,before 2015,0,1,10238,14000,sedan,0,1,54,13,0
3294,female,high school,upper class,0.589113356,0,before 2015,1,1,32765,9000,sedan,1,0,73,11,1
3295,female,university,middle class,0.554332483,1,after 2015,0,0,32765,13000,sedan,0,0,20,5,1
3296,female,high school,working class,0.442568711,0,before 2015,0,0,32765,16000,sedan,0,0,24,7,1
3297,male,high school,poverty,0.349791427,0,before 2015,0,1,32765,12000,sedan,0,0,24,0,1
3298,male,high school,upper class,0.69650834,1,before 2015,1,1,32765,9000,sedan,8,1,60,23,1
3299,male,high school,working class,0.374864513,0,before 2015,0,0,32765,14000,sedan,0,0,24,9,1
3300,female,high school,poverty,0.25244026,0,after 2015,1,0,10238,14000,sedan,0,0,22,2,1
3301,female,none,middle class,0.506394961,0,after 2015,0,1,21217,13000,sedan,0,0,16,2,1
3302,male,high school,working class,0.415647418,1,after 2015,1,0,10238,12000,sedan,1,8,57,25,0
3303,female,university,upper class,0.703870161,1,after 2015,1,1,10238,13000,sedan,6,3,73,35,0
3304,male,none,working class,0.315408723,0,before 2015,0,1,10238,16000,sedan,0,2,29,11,0
3305,male,high school,working class,0.413443584,0,before 2015,1,1,10238,14000,sedan,3,0,32,10,0
3306,female,high school,middle class,0.509187782,0,before 2015,0,0,32765,12000,sedan,0,0,34,0,1
3307,female,university,middle class,0.534117926,1,before 2015,1,1,10238,13000,sedan,3,0,68,35,0
3308,male,high school,poverty,0.351529826,0,before 2015,0,1,92101,13000,sedan,0,0,57,9,0
3309,male,high school,middle class,0.630006597,1,before 2015,0,0,10238,13000,sedan,0,0,29,17,0
3310,male,university,upper class,0.621474687,1,before 2015,1,0,10238,15000,sedan,0,0,26,0,0
3311,female,high school,upper class,0.431681586,1,before 2015,1,1,10238,13000,sedan,0,3,61,28,0
3312,male,university,upper class,0.471869844,1,after 2015,1,1,32765,6000,sedan,0,0,47,6,1
3313,female,high school,poverty,0.436782293,1,before 2015,0,0,10238,15000,sedan,0,0,21,2,1
3314,female,high school,upper class,0.76727855,1,after 2015,1,1,10238,9000,sedan,0,0,47,4,0
3315,female,university,upper class,0.51850657,1,after 2015,0,0,32765,12000,sedan,0,0,32,4,0
3316,male,university,middle class,0.459344821,1,before 2015,0,1,10238,12000,sedan,1,2,27,18,0
3317,male,university,middle class,0.566678699,0,before 2015,0,0,32765,12000,sedan,0,0,58,1,1
3318,male,university,upper class,0.614605554,1,before 2015,1,0,10238,13000,sedan,2,2,32,18,0
3319,male,university,poverty,0.409307606,1,before 2015,0,0,10238,12000,sedan,0,0,22,4,1
3320,male,high school,working class,0.570394163,1,before 2015,0,0,10238,14000,sedan,0,0,21,9,1
3321,male,high school,middle class,0.466505146,1,before 2015,0,1,10238,8000,sedan,2,3,39,16,0
3322,female,university,upper class,0.524245359,1,after 2015,1,1,10238,11000,sedan,0,1,42,17,0
3323,male,university,upper class,0.551763986,0,before 2015,1,1,10238,9000,sedan,0,2,75,19,1
3324,female,university,upper class,0.521367367,1,before 2015,1,1,10238,8000,sedan,0,0,35,15,0
3325,female,university,upper class,0.453091973,1,before 2015,0,0,10238,15000,sedan,0,0,20,3,1
3326,male,university,poverty,0.280870514,0,before 2015,0,1,10238,13000,sedan,0,0,19,9,1
3327,female,high school,upper class,0.595728688,1,after 2015,0,0,10238,17000,sedan,0,0,26,16,0
3328,female,none,middle class,0.527208345,1,before 2015,0,1,32765,13000,sedan,1,2,66,22,1
3329,male,high school,upper class,0.445360862,1,before 2015,0,0,10238,14000,sedan,0,0,22,8,1
3330,female,high school,upper class,0.661825564,1,after 2015,1,1,10238,8000,sedan,2,0,80,40,0
3331,male,high school,upper class,0.62975905,1,before 2015,1,1,10238,11000,sedan,4,3,71,34,0
3332,male,university,upper class,0.825549442,0,after 2015,1,1,10238,12000,sedan,2,0,57,15,0
3333,male,university,upper class,0.638154849,1,after 2015,0,1,10238,11000,sedan,0,0,31,1,0
3334,male,high school,upper class,0.529986628,1,after 2015,1,1,92101,10000,sedan,2,0,50,25,0
3335,female,high school,middle class,0.526747339,1,after 2015,0,1,10238,14000,sedan,0,0,37,14,0
3336,female,none,upper class,0.496100137,1,after 2015,1,0,92101,14000,sedan,0,0,47,6,0
3337,female,none,working class,0.470570718,1,before 2015,0,1,10238,12000,sedan,0,0,52,4,0
3338,female,university,upper class,0.591507291,1,after 2015,1,1,10238,11000,sedan,0,2,52,25,0
3339,male,none,poverty,0.267258642,0,before 2015,1,1,32765,7000,sedan,4,2,33,18,1
3340,male,high school,middle class,0.558992817,0,after 2015,1,1,10238,12000,sedan,7,3,74,37,0
3341,male,high school,poverty,0.230719268,1,before 2015,0,0,10238,17000,sedan,1,1,34,15,0
3342,male,university,upper class,0.640422754,1,after 2015,1,1,10238,9000,sports car,3,7,66,35,0
3343,male,high school,upper class,0.501201646,1,after 2015,1,1,10238,9000,sedan,3,7,61,24,0
3344,male,university,middle class,0.563264135,1,after 2015,0,1,10238,10000,sedan,0,0,16,8,0
3345,female,none,middle class,0.418103455,1,before 2015,1,1,10238,11000,sedan,3,1,40,24,0
3346,male,high school,upper class,0.68901686,1,after 2015,1,1,10238,12000,sedan,1,2,52,12,0
3347,female,none,middle class,0.483247185,1,after 2015,0,1,10238,11000,sedan,2,0,59,29,0
3348,male,none,poverty,0.399426012,1,before 2015,0,1,10238,9000,sedan,0,0,23,6,0
3349,female,university,upper class,0.685876328,1,before 2015,1,1,10238,14000,sedan,2,1,73,28,0
3350,male,high school,upper class,0.643185008,1,before 2015,1,1,32765,11000,sedan,4,0,53,18,0
3351,female,none,working class,0.368538852,1,before 2015,1,1,10238,12000,sedan,0,1,40,25,0
3352,male,high school,poverty,0.238728469,0,before 2015,0,0,32765,14000,sedan,0,0,18,4,1
3353,female,university,upper class,0.578653207,1,after 2015,1,1,10238,12000,sedan,0,1,57,13,0
3354,female,university,upper class,0.731961982,1,after 2015,1,1,10238,12000,sedan,1,6,67,34,0
3355,male,high school,poverty,0.395457465,1,before 2015,0,0,92101,15000,sedan,0,0,21,5,1
3356,male,university,upper class,0.565976375,1,before 2015,1,1,32765,10000,sedan,3,0,54,28,0
3357,male,university,upper class,0.572384405,1,after 2015,1,1,92101,15000,sedan,1,1,31,13,0
3358,female,high school,poverty,0.307021812,0,before 2015,1,1,10238,9000,sedan,1,0,28,19,0
3359,male,none,poverty,0.344908075,0,before 2015,0,0,32765,13000,sedan,0,0,21,9,1
3360,male,university,working class,0.488063398,1,before 2015,0,1,32765,10000,sedan,0,0,18,2,0
3361,male,university,upper class,0.592074443,1,before 2015,1,1,92101,10000,sedan,0,0,33,8,1
3362,female,high school,middle class,0.557399602,1,before 2015,0,1,32765,6000,sedan,1,0,34,18,0
3363,female,high school,middle class,0.563270377,1,before 2015,0,0,10238,13000,sedan,0,0,47,5,0
3364,male,high school,upper class,0.550130271,1,after 2015,1,1,10238,7000,sports car,2,1,76,21,0
3365,male,university,upper class,0.586918209,1,after 2015,1,1,32765,6000,sedan,7,3,51,26,0
3366,male,none,poverty,0.250098913,1,before 2015,0,1,10238,12000,sedan,0,0,23,0,0
3367,female,high school,upper class,0.468004578,1,before 2015,1,1,32765,7000,sedan,0,0,47,3,1
3368,female,high school,upper class,0.570734069,1,after 2015,0,1,10238,11000,sedan,3,1,49,15,0
3369,male,none,poverty,0.374176528,0,before 2015,0,1,10238,10000,sedan,0,0,25,1,1
3370,male,high school,upper class,0.617369528,1,after 2015,1,1,32765,11000,sedan,3,0,57,24,0
3371,female,none,poverty,0.328822042,1,before 2015,1,1,10238,14000,sedan,1,1,33,17,0
3372,male,university,upper class,0.472602288,1,after 2015,1,1,92101,13000,sedan,0,1,61,17,0
3373,male,university,upper class,0.707787645,1,after 2015,1,1,10238,11000,sedan,0,0,68,8,0
3374,female,high school,upper class,0.670052764,1,before 2015,1,1,10238,10000,sedan,0,1,69,39,0
3375,female,high school,poverty,0.415165094,1,before 2015,0,0,32765,13000,sedan,0,0,23,4,0
3376,female,high school,upper class,0.460263218,1,after 2015,0,1,10238,11000,sedan,1,2,43,28,0
3377,male,high school,poverty,0.408058888,0,before 2015,0,1,10238,11000,sedan,2,2,30,10,0
3378,female,high school,middle class,0.649297877,1,before 2015,1,1,10238,11000,sedan,0,0,19,8,0
3379,female,university,upper class,0.534237813,1,after 2015,1,1,10238,13000,sedan,1,0,36,19,0
3380,male,university,poverty,0.347548488,1,before 2015,0,1,10238,13000,sedan,2,4,34,17,0
3381,male,university,upper class,0.679436728,0,before 2015,1,1,32765,8000,sedan,5,2,31,14,0
3382,male,none,working class,0.433700808,1,before 2015,1,0,10238,11000,sedan,0,0,27,14,0
3383,male,high school,poverty,0.307123423,1,before 2015,1,0,10238,11000,sedan,0,0,24,2,1
3384,female,high school,upper class,0.430980325,0,after 2015,1,1,10238,11000,sedan,0,2,68,12,0
3385,female,high school,upper class,0.680937596,1,before 2015,1,1,32765,8000,sedan,4,2,65,21,0
3386,male,university,upper class,0.583744782,1,after 2015,1,1,32765,7000,sedan,7,1,47,26,0
3387,female,university,upper class,0.725422901,1,before 2015,1,1,10238,11000,sedan,2,3,79,33,0
3388,male,high school,working class,0.411697736,0,before 2015,0,0,10238,14000,sports car,0,0,75,3,1
3389,male,high school,poverty,0.26727187,0,before 2015,0,1,10238,8000,sedan,0,0,27,6,1
3390,male,high school,working class,0.560413011,1,before 2015,0,0,10238,12000,sedan,1,0,36,10,0
3391,male,high school,working class,0.5075623,1,before 2015,0,0,10238,13000,sedan,0,0,25,4,1
3392,female,none,middle class,0.532858631,1,before 2015,1,1,10238,11000,sedan,0,0,43,17,0
3393,male,none,poverty,0.265255675,0,before 2015,0,0,92101,14000,sedan,0,0,24,8,1
3394,male,high school,upper class,0.582587119,1,after 2015,1,1,10238,11000,sedan,10,1,72,34,0
3395,male,university,upper class,0.531614228,1,after 2015,0,0,10238,15000,sedan,0,0,16,0,0
3396,female,none,poverty,0.218055813,1,before 2015,0,1,10238,12000,sedan,0,0,22,9,0
3397,male,university,upper class,0.314459983,1,after 2015,1,1,92101,10000,sedan,4,7,74,21,0
3398,male,high school,upper class,0.570880067,0,after 2015,1,1,10238,14000,sedan,0,0,50,6,1
3399,male,university,upper class,0.625940409,1,after 2015,1,0,21217,12000,sedan,2,1,72,17,1
3400,male,none,poverty,0.282613964,0,before 2015,0,0,10238,13000,sedan,0,3,36,12,0
3401,male,high school,working class,0.475527688,1,after 2015,0,0,10238,17000,sedan,0,1,36,12,0
3402,female,none,working class,0.373685807,1,before 2015,0,1,10238,11000,sedan,2,1,28,15,0
3403,female,high school,working class,0.546852455,0,after 2015,0,0,10238,15000,sedan,0,0,24,8,1
3404,male,high school,working class,0.361331858,1,before 2015,0,1,32765,11000,sedan,0,0,20,2,1
3405,male,high school,poverty,0.374962501,1,before 2015,0,1,10238,15000,sedan,0,0,20,2,1
3406,male,university,upper class,0.695295099,1,before 2015,1,1,32765,5000,sports car,0,0,67,8,0
3407,male,high school,upper class,0.680792977,1,after 2015,1,1,10238,9000,sedan,0,0,69,3,0
3408,female,high school,working class,0.29330979,0,before 2015,1,1,10238,8000,sedan,0,0,17,4,1
3409,female,none,upper class,0.445013005,1,before 2015,1,1,32765,8000,sedan,6,1,69,24,0
3410,male,university,upper class,0.416748643,1,before 2015,1,1,32765,9000,sedan,10,3,79,38,1
3411,male,high school,working class,0.374698516,0,before 2015,1,1,10238,12000,sedan,0,0,31,2,1
3412,female,university,middle class,0.539533014,1,before 2015,1,1,10238,11000,sedan,0,0,31,13,0
3413,female,none,working class,0.445767886,0,before 2015,0,0,32765,15000,sedan,0,0,25,0,1
3414,female,high school,poverty,0.342238916,0,before 2015,0,1,10238,12000,sedan,0,0,21,3,1
3415,female,university,middle class,0.551970181,1,before 2015,1,0,10238,14000,sports car,0,0,39,10,0
3416,female,university,middle class,0.49463146,1,before 2015,1,0,10238,16000,sedan,0,0,32,18,0
3417,female,high school,working class,0.55527083,1,before 2015,1,1,92101,10000,sedan,0,0,39,6,0
3418,male,university,upper class,0.415880659,1,after 2015,1,1,10238,12000,sedan,6,2,55,29,0
3419,female,university,upper class,0.535938222,1,after 2015,1,1,10238,13000,sedan,0,2,80,19,0
3420,female,university,middle class,0.496948745,0,after 2015,0,0,10238,14000,sedan,0,0,29,2,1
3421,female,high school,poverty,0.239237292,0,after 2015,0,0,10238,15000,sedan,0,0,18,3,0
3422,female,high school,poverty,0.431914459,1,before 2015,0,0,10238,16000,sedan,2,1,27,12,1
3423,female,university,middle class,0.62731202,1,before 2015,0,0,10238,15000,sedan,0,1,36,18,0
3424,female,none,poverty,0.431353416,0,before 2015,0,0,10238,14000,sedan,0,0,20,2,1
3425,female,university,upper class,0.653628113,1,before 2015,1,1,32765,11000,sedan,1,1,53,27,0
3426,male,high school,upper class,0.525493572,0,before 2015,1,1,10238,12000,sedan,0,0,65,3,1
3427,female,high school,poverty,0.435175663,1,before 2015,0,0,10238,15000,sports car,0,0,38,3,1
3428,male,university,upper class,0.536044699,0,before 2015,0,1,10238,11000,sedan,3,4,63,27,0
3429,male,high school,working class,0.3977002,1,after 2015,0,1,32765,13000,sedan,0,0,18,3,1
3430,male,university,working class,0.238106104,0,before 2015,0,1,10238,13000,sedan,0,0,24,9,1
3431,female,university,upper class,0.548671381,1,before 2015,1,1,10238,7000,sedan,7,2,66,34,0
3432,female,high school,upper class,0.620212925,1,after 2015,1,1,10238,9000,sports car,1,2,46,20,0
3433,female,university,middle class,0.49355062,0,before 2015,0,1,10238,10000,sedan,0,0,24,2,0
3434,female,university,working class,0.405510935,0,before 2015,1,1,32765,8000,sedan,3,0,63,14,0
3435,female,university,upper class,0.657615257,1,after 2015,1,1,10238,10000,sedan,4,1,79,37,0
3436,male,high school,middle class,0.621809345,1,before 2015,1,1,10238,11000,sedan,1,0,49,12,0
3437,female,high school,working class,0.401631437,0,before 2015,0,1,32765,9000,sedan,3,0,36,14,1
3438,male,high school,upper class,0.609253827,0,after 2015,1,1,10238,11000,sedan,2,2,47,24,0
3439,female,none,poverty,0.369953159,1,before 2015,0,0,10238,16000,sedan,0,0,18,3,0
3440,male,high school,working class,0.356639671,1,after 2015,1,1,10238,8000,sedan,3,1,36,12,0
3441,male,university,middle class,0.534608942,1,before 2015,0,1,10238,11000,sports car,1,5,33,11,0
3442,female,university,middle class,0.447184292,1,before 2015,0,0,10238,16000,sedan,1,2,54,20,1
3443,female,university,upper class,0.560541352,1,before 2015,1,1,32765,3000,sedan,0,0,71,1,1
3444,female,university,upper class,0.612067945,1,before 2015,0,1,10238,9000,sedan,4,2,78,33,0
3445,female,none,poverty,0.340572184,0,before 2015,0,0,10238,14000,sedan,1,0,49,20,1
3446,male,university,middle class,0.625855212,1,before 2015,1,1,10238,10000,sedan,1,4,35,12,0
3447,male,university,middle class,0.515197471,1,after 2015,1,1,32765,10000,sports car,7,1,36,19,0
3448,male,university,upper class,0.783468872,1,before 2015,0,1,32765,12000,sedan,5,2,56,27,0
3449,female,none,middle class,0.486099838,0,after 2015,0,0,10238,17000,sedan,1,0,39,11,1
3450,male,university,upper class,0.542105031,1,before 2015,1,1,10238,8000,sedan,0,2,69,14,0
3451,female,none,middle class,0.473658782,1,before 2015,1,1,10238,7000,sedan,1,1,72,38,0
3452,female,high school,upper class,0.915883183,1,after 2015,0,0,32765,8000,sedan,1,0,39,19,0
3453,female,university,upper class,0.845575852,1,before 2015,1,1,32765,8000,sedan,3,0,52,21,0
3454,male,none,working class,0.534639197,0,before 2015,1,1,10238,12000,sedan,1,3,26,15,1
3455,female,high school,middle class,0.472244758,0,before 2015,1,0,32765,8000,sedan,0,0,29,7,1
3456,female,high school,upper class,0.732516719,1,after 2015,0,1,10238,14000,sedan,1,1,65,37,0
3457,female,university,upper class,0.769727852,1,after 2015,1,1,10238,11000,sedan,2,0,64,12,0
3458,female,university,upper class,0.692039801,1,before 2015,1,1,10238,11000,sedan,2,2,66,20,0
3459,female,high school,poverty,0.365586813,1,after 2015,0,1,10238,13000,sedan,0,0,16,5,0
3460,female,university,working class,0.543260116,0,before 2015,0,1,10238,10000,sedan,0,0,16,9,1
3461,female,university,upper class,0.700851412,1,before 2015,0,1,32765,10000,sedan,3,1,32,19,1
3462,male,university,upper class,0.641296253,1,before 2015,1,1,10238,7000,sedan,3,2,29,12,0
3463,female,high school,upper class,0.533540292,1,before 2015,1,1,10238,12000,sedan,3,0,78,31,0
3464,male,none,poverty,0.171244029,1,before 2015,1,1,10238,9000,sedan,0,0,19,5,0
3465,male,high school,upper class,0.509509991,1,before 2015,0,1,32765,11000,sedan,7,3,78,37,0
3466,female,none,working class,0.386260275,1,before 2015,1,1,10238,10000,sedan,1,2,33,16,0
3467,female,high school,working class,0.475501897,1,before 2015,1,1,10238,13000,sedan,2,2,34,19,0
3468,male,none,poverty,0.414247457,0,before 2015,0,0,10238,16000,sedan,2,2,35,15,1
3469,female,high school,poverty,0.484703895,1,before 2015,1,1,10238,10000,sedan,0,0,60,8,1
3470,female,none,upper class,0.446675223,1,before 2015,1,1,32765,6000,sedan,0,0,48,0,1
3471,female,university,upper class,0.617575991,1,after 2015,0,1,10238,15000,sedan,0,0,37,19,0
3472,male,university,upper class,0.701106422,1,before 2015,0,0,10238,16000,sedan,0,2,35,10,1
3473,female,none,working class,0.493317404,1,before 2015,1,1,10238,9000,sedan,1,4,55,24,0
3474,female,university,upper class,0.569304236,1,after 2015,0,1,10238,14000,sedan,1,1,34,17,0
3475,female,none,poverty,0.415693118,1,before 2015,0,0,10238,14000,sedan,0,0,35,16,0
3476,female,university,middle class,0.693949244,1,before 2015,1,1,10238,10000,sedan,1,3,42,25,0
3477,female,high school,middle class,0.474382137,0,before 2015,0,1,32765,12000,sedan,1,0,57,25,0
3478,male,university,upper class,0.532587755,1,before 2015,1,1,10238,10000,sedan,2,2,75,37,0
3479,male,none,working class,0.555147057,0,before 2015,0,0,10238,16000,sedan,0,1,29,12,1
3480,male,none,poverty,0.161545369,0,before 2015,0,0,10238,17000,sedan,2,2,31,12,1
3481,male,university,middle class,0.442672318,1,before 2015,1,0,92101,10000,sports car,0,0,27,13,1
3482,male,high school,poverty,0.288898149,1,before 2015,0,0,32765,13000,sedan,0,0,25,1,1
3483,female,university,working class,0.531821228,1,before 2015,0,0,32765,13000,sedan,0,0,39,14,0
3484,male,high school,working class,0.393036783,1,before 2015,1,1,10238,15000,sedan,0,0,41,6,1
3485,female,university,upper class,0.616177651,1,before 2015,1,0,10238,12000,sedan,0,0,30,8,0
3486,female,high school,working class,0.412679022,1,after 2015,1,1,10238,13000,sedan,0,0,36,14,0
3487,male,none,poverty,0.41310385,1,before 2015,0,1,10238,13000,sedan,0,0,21,6,1
3488,female,high school,upper class,0.565374,1,before 2015,1,1,32765,8000,sports car,11,0,68,39,0
3489,female,high school,upper class,0.784918224,0,before 2015,0,0,10238,18000,sedan,0,2,74,31,0
3490,female,high school,upper class,0.627967365,0,before 2015,1,1,32765,9000,sedan,4,3,52,21,0
3491,male,none,middle class,0.591214599,1,before 2015,0,1,32765,8000,sedan,8,3,44,24,1
3492,female,high school,working class,0.42437905,1,before 2015,1,1,10238,6000,sedan,2,3,54,24,0
3493,female,none,poverty,0.413356534,1,before 2015,0,1,32765,6000,sedan,0,0,20,5,0
3494,male,high school,middle class,0.36416964,0,before 2015,1,0,10238,13000,sedan,2,2,60,26,0
3495,male,none,poverty,0.298678278,0,before 2015,0,0,10238,16000,sedan,0,0,30,2,1
3496,female,none,poverty,0.234564679,0,before 2015,0,1,10238,7000,sedan,0,0,22,0,1
3497,male,none,middle class,0.589973035,0,before 2015,0,1,10238,9000,sedan,1,0,31,17,1
3498,male,none,working class,0.251018731,1,before 2015,1,1,10238,14000,sedan,0,0,74,4,1
3499,male,university,upper class,0.493782311,1,before 2015,1,1,32765,10000,sedan,4,0,78,27,0
3500,male,university,upper class,0.705442774,1,after 2015,1,1,92101,14000,sedan,1,3,40,20,0
3501,male,university,upper class,0.50272074,1,before 2015,1,0,10238,13000,sedan,2,2,62,21,0
3502,female,university,upper class,0.555932693,1,before 2015,1,1,32765,8000,sedan,0,0,41,8,1
3503,male,high school,working class,0.484553331,0,before 2015,0,0,32765,13000,sedan,0,0,38,3,1
3504,female,university,upper class,0.471902423,1,after 2015,1,1,10238,13000,sedan,0,0,79,11,0
3505,male,high school,upper class,0.627162355,1,after 2015,1,1,32765,8000,sedan,5,1,63,22,0
3506,female,university,working class,0.421687068,1,before 2015,1,1,10238,12000,sedan,1,2,27,12,0
3507,male,none,working class,0.41923305,1,before 2015,0,0,32765,12000,sedan,0,0,19,4,1
3508,female,university,upper class,0.572217266,1,before 2015,1,1,10238,9000,sports car,3,0,67,24,0
3509,female,university,upper class,0.627324895,1,after 2015,1,1,10238,6000,sedan,0,1,68,12,0
3510,male,university,poverty,0.472848998,1,after 2015,0,0,10238,18000,sedan,0,0,21,9,0
3511,male,high school,middle class,0.475293574,0,before 2015,0,1,32765,9000,sedan,6,2,42,20,1
3512,female,university,middle class,0.48949687,1,before 2015,1,1,10238,11000,sedan,1,0,33,15,0
3513,female,university,upper class,0.587289381,1,after 2015,1,0,32765,12000,sedan,1,1,62,28,0
3514,female,university,upper class,0.652330406,1,after 2015,0,1,10238,13000,sedan,0,0,32,1,0
3515,female,high school,poverty,0.512000821,0,before 2015,1,0,32765,11000,sedan,3,0,34,15,1
3516,male,none,poverty,0.319759226,0,before 2015,0,1,10238,13000,sedan,0,0,52,5,1
3517,male,high school,middle class,0.586909075,1,before 2015,1,1,32765,8000,sedan,7,6,40,28,0
3518,male,high school,upper class,0.632247394,1,after 2015,1,0,10238,9000,sedan,2,7,51,24,0
3519,female,high school,poverty,0.302837423,0,before 2015,1,0,10238,10000,sedan,0,0,18,2,1
3520,female,none,middle class,0.678768147,1,before 2015,1,0,10238,9000,sports car,0,0,49,8,0
3521,female,university,upper class,0.55599359,1,after 2015,1,1,10238,10000,sedan,0,0,31,9,1
3522,female,high school,working class,0.471538024,0,before 2015,0,0,10238,14000,sedan,0,0,21,2,1
3523,female,university,middle class,0.654109037,1,before 2015,0,1,32765,9000,sedan,2,1,63,29,1
3524,female,university,upper class,0.605798717,1,after 2015,1,1,10238,9000,sedan,1,0,57,24,0
3525,male,none,middle class,0.4977089,1,before 2015,1,1,32765,11000,sports car,2,0,38,11,1
3526,female,none,poverty,0.253683233,1,before 2015,0,0,10238,14000,sedan,0,0,25,6,1
3527,female,none,poverty,0.376350209,1,before 2015,1,1,10238,8000,sedan,1,0,38,15,0
3528,male,university,upper class,0.707904819,1,after 2015,1,1,10238,12000,sedan,4,2,72,36,0
3529,male,none,poverty,0.415735842,0,before 2015,1,1,10238,10000,sedan,1,1,26,10,1
3530,male,university,upper class,0.70522843,1,after 2015,0,0,10238,15000,sedan,0,1,31,14,0
3531,male,university,middle class,0.6835623,0,after 2015,1,1,10238,9000,sedan,2,5,54,23,0
3532,female,high school,upper class,0.481507055,1,after 2015,1,1,10238,11000,sedan,3,4,71,39,0
3533,female,high school,working class,0.456448349,0,before 2015,0,0,10238,13000,sedan,2,0,37,18,0
3534,female,high school,middle class,0.642808349,1,before 2015,1,1,10238,13000,sedan,1,0,47,20,0
3535,male,none,poverty,0.273985677,0,before 2015,0,0,10238,11000,sedan,0,0,22,5,1
3536,male,university,upper class,0.627726216,0,before 2015,1,1,10238,10000,sedan,0,4,35,10,0
3537,male,university,upper class,0.708576851,1,after 2015,0,1,10238,12000,sedan,3,6,61,27,0
3538,male,university,upper class,0.417616753,0,after 2015,1,1,10238,9000,sedan,2,3,57,27,0
3539,male,high school,working class,0.50681535,1,before 2015,0,0,10238,16000,sedan,0,2,28,15,0
3540,male,none,working class,0.412576633,0,after 2015,0,0,10238,14000,sedan,2,1,37,18,0
3541,female,none,poverty,0.467410046,0,before 2015,0,1,10238,14000,sedan,0,0,21,0,1
3542,female,university,middle class,0.710770616,0,before 2015,1,1,10238,12000,sedan,1,1,48,20,0
3543,male,university,upper class,0.413676099,0,before 2015,0,1,10238,14000,sedan,0,3,36,15,1
3544,female,university,upper class,0.593654984,1,before 2015,1,1,10238,10000,sedan,1,5,77,32,0
3545,male,high school,upper class,0.546477141,1,before 2015,1,1,10238,9000,sedan,1,0,55,12,0
3546,male,high school,poverty,0.332203106,1,before 2015,0,1,10238,15000,sports car,0,0,16,0,1
3547,male,high school,middle class,0.410066848,1,before 2015,1,1,10238,12000,sedan,1,3,28,16,0
3548,female,high school,middle class,0.544975384,1,before 2015,1,0,10238,10000,sedan,1,0,27,14,0
3549,female,high school,poverty,0.416252976,0,before 2015,0,0,10238,11000,sedan,0,0,17,7,1
3550,female,high school,upper class,0.69875394,1,before 2015,0,1,10238,15000,sedan,2,2,65,31,0
3551,female,none,working class,0.381131089,0,after 2015,1,1,32765,13000,sedan,1,0,63,27,0
3552,female,high school,poverty,0.3231935,0,before 2015,0,0,10238,16000,sedan,0,0,18,8,1
